time,channel_id,center_frequency_mhz,power
1974-12-01 00:15:00,18,0.737,-100.1990811995124
1974-12-01 00:15:00,19,0.87,-100.14950608302271
1974-12-01 00:15:00,20,1.03,-99.86361377701861
1974-12-01 00:15:00,21,1.27,-99.91048150180283
1974-12-01 00:15:00,22,1.45,-100.07194802332847
1974-12-01 00:15:00,23,1.85,-100.15025034560409
1974-12-01 00:15:00,24,2.2,-100.29645288378417
1974-12-01 00:15:00,25,2.8,-100.05434955079326
1974-12-01 00:15:00,26,3.93,-99.75795849877527
1974-12-01 00:15:00,27,4.7,-99.95651157285363
1974-12-01 00:15:00,28,6.55,-100.05595722860495
1974-12-01 00:15:00,29,9.18,-99.95349197904997
1974-12-01 00:15:00,30,11.8,-100.15609583529944
1974-12-01 00:15:00,31,13.1,-100.02973233626976
1974-12-01 00:16:00,0,0.025,-99.99005225269843
1974-12-01 00:16:00,1,0.035,-100.00861006518211
1974-12-01 00:16:00,2,0.044,-99.92091938783099
1974-12-01 00:16:00,3,0.055,-99.96553547737639
1974-12-01 00:16:00,4,0.067,-99.9331673981892
1974-12-01 00:16:00,5,0.083,-100.06883722822307
1974-12-01 00:16:00,6,0.096,-99.91021845915894
1974-12-01 00:16:00,7,0.11,-99.8371063052376
1974-12-01 00:16:00,8,0.13,-100.09701495196514
1974-12-01 00:16:00,9,0.155,-100.08876956557145
1974-12-01 00:16:00,10,0.185,-100.86642156636798
1974-12-01 00:16:00,11,0.21,-101.01913439866951
1974-12-01 00:16:00,12,0.25,-100.85961786079335
1974-12-01 00:16:00,13,0.292,-100.04425357118922
1974-12-01 00:16:00,14,0.36,-99.85449544237292
1974-12-01 00:16:00,15,0.425,-99.98685141831946
1974-12-01 00:16:00,16,0.475,-99.97417711766774
1974-12-01 00:16:00,17,0.6,-99.84352819783301
1974-12-01 00:16:00,18,0.737,-100.03617704774442
1974-12-01 00:16:00,19,0.87,-100.0941122095925
1974-12-01 00:16:00,20,1.03,-100.04485642080283
1974-12-01 00:16:00,21,1.27,-99.95476660493568
1974-12-01 00:16:00,22,1.45,-100.15657590721806
1974-12-01 00:16:00,23,1.85,-99.93625290973489
1974-12-01 00:16:00,24,2.2,-100.05387713176178
1974-12-01 00:16:00,25,2.8,-99.88521873392665
1974-12-01 00:16:00,26,3.93,-100.23942603049005
1974-12-01 00:16:00,27,4.7,-100.07865657751042
1974-12-01 00:16:00,28,6.55,-100.16864681512341
1974-12-01 00:16:00,29,9.18,-100.08262294663639
1974-12-01 00:16:00,30,11.8,-99.9752334098891
1974-12-01 00:16:00,31,13.1,-100.01792266254498
1974-12-01 00:17:00,0,0.025,-100.0253377568948
1974-12-01 00:17:00,1,0.035,-100.01591848713801
1974-12-01 00:17:00,2,0.044,-99.979661175938
1974-12-01 00:17:00,3,0.055,-100.10085360419431
1974-12-01 00:17:00,4,0.067,-99.9293150359101
1974-12-01 00:17:00,5,0.083,-99.93373340296145
1974-12-01 00:17:00,6,0.096,-99.96149620623439
1974-12-01 00:17:00,7,0.11,-99.94434665572487
1974-12-01 00:17:00,8,0.13,-99.97035819991913
1974-12-01 00:17:00,9,0.155,-99.79649266972689
1974-12-01 00:17:00,10,0.185,-101.00870941710525
1974-12-01 00:17:00,11,0.21,-101.03070832183346
1974-12-01 00:17:00,12,0.25,-101.07535275803573
1974-12-01 00:17:00,13,0.292,-100.10322626705778
1974-12-01 00:17:00,14,0.36,-100.12444717876011
1974-12-01 00:17:00,15,0.425,-100.08887973132309
1974-12-01 00:17:00,16,0.475,-100.0070680381652
1974-12-01 00:17:00,17,0.6,-99.96657048715024
1974-12-01 00:17:00,18,0.737,-99.99488579414478
1974-12-01 00:17:00,19,0.87,-100.07655352774297
1974-12-01 00:17:00,20,1.03,-99.90998154359801
1974-12-01 00:17:00,21,1.27,-99.9260587327699
1974-12-01 00:17:00,22,1.45,-100.0159648307422
1974-12-01 00:17:00,23,1.85,-100.06529161446647
1974-12-01 00:17:00,24,2.2,-99.94515720791702
1974-12-01 00:17:00,25,2.8,-99.98120264125139
1974-12-01 00:17:00,26,3.93,-100.1448127259415
1974-12-01 00:17:00,27,4.7,-100.00679802559844
1974-12-01 00:17:00,28,6.55,-99.97379641879256
1974-12-01 00:17:00,29,9.18,-100.08996947864877
1974-12-01 00:17:00,30,11.8,-99.98101566071625
1974-12-01 00:17:00,31,13.1,-100.14548224852578
1974-12-01 00:18:00,0,0.025,-99.86638138999878
1974-12-01 00:18:00,1,0.035,-99.87520500149405
1974-12-01 00:18:00,2,0.044,-100.0252517334303
1974-12-01 00:18:00,3,0.055,-99.96365456621609
1974-12-01 00:18:00,4,0.067,-100.24099219657998
1974-12-01 00:18:00,5,0.083,-100.11563476602653
1974-12-01 00:18:00,6,0.096,-100.02937789201522
1974-12-01 00:18:00,7,0.11,-100.10721330214268
1974-12-01 00:18:00,8,0.13,-99.92856035173693
1974-12-01 00:18:00,9,0.155,-99.8002703469252
1974-12-01 00:18:00,10,0.185,-101.11766147194292
1974-12-01 00:18:00,11,0.21,-101.08374634040852
1974-12-01 00:18:00,12,0.25,-100.976455163169
1974-12-01 00:18:00,13,0.292,-99.83888838515004
1974-12-01 00:18:00,14,0.36,-100.12223743125399
1974-12-01 00:18:00,15,0.425,-99.97509638776931
1974-12-01 00:18:00,16,0.475,-99.81787011491869
1974-12-01 00:18:00,17,0.6,-100.16517591481792
1974-12-01 00:18:00,18,0.737,-100.12810692068459
1974-12-01 00:18:00,19,0.87,-100.04236066064608
1974-12-01 00:18:00,20,1.03,-100.05205884128554
1974-12-01 00:18:00,21,1.27,-99.91873987122463
1974-12-01 00:18:00,22,1.45,-99.97583402801791
1974-12-01 00:18:00,23,1.85,-100.17749620596422
1974-12-01 00:18:00,24,2.2,-99.94845895970992
1974-12-01 00:18:00,25,2.8,-100.05775388873556
1974-12-01 00:18:00,26,3.93,-99.87255527830588
1974-12-01 00:18:00,27,4.7,-100.06275875364369
1974-12-01 00:18:00,28,6.55,-100.06366152831022
1974-12-01 00:18:00,29,9.18,-99.94588683891955
1974-12-01 00:18:00,30,11.8,-99.92370735176631
1974-12-01 00:18:00,31,13.1,-99.95519006360638
1974-12-01 00:19:00,0,0.025,-100.16855973173848
1974-12-01 00:19:00,1,0.035,-99.94619655600718
1974-12-01 00:19:00,2,0.044,-100.10343080516743
1974-12-01 00:19:00,3,0.055,-99.97647238884117
1974-12-01 00:19:00,4,0.067,-100.14237344353991
1974-12-01 00:19:00,5,0.083,-99.9553677852457
1974-12-01 00:19:00,6,0.096,-100.08065989043074
1974-12-01 00:19:00,7,0.11,-100.12826346502605
1974-12-01 00:19:00,8,0.13,-99.92861798635175
1974-12-01 00:19:00,9,0.155,-99.97583554783232
1974-12-01 00:19:00,10,0.185,-101.0613976801393
1974-12-01 00:19:00,11,0.21,-100.8548821150979
1974-12-01 00:19:00,12,0.25,-101.04406524215698
1974-12-01 00:19:00,13,0.292,-99.99678923260291
1974-12-01 00:19:00,14,0.36,-99.97310865523214
1974-12-01 00:19:00,15,0.425,-100.06196659341286
1974-12-01 00:19:00,16,0.475,-99.95288637066001
1974-12-01 00:19:00,17,0.6,-100.05334523471647
1974-12-01 00:19:00,18,0.737,-100.04116383222163
1974-12-01 00:19:00,19,0.87,-99.86373573601966
1974-12-01 00:19:00,20,1.03,-100.10405860525124
1974-12-01 00:19:00,21,1.27,-100.24127803309295
1974-12-01 00:19:00,22,1.45,-99.8389063004988
1974-12-01 00:19:00,23,1.85,-99.7450672047393
1974-12-01 00:19:00,24,2.2,-100.04052692654493
1974-12-01 00:19:00,25,2.8,-100.19368380406202
1974-12-01 00:19:00,26,3.93,-100.0310483976196
1974-12-01 00:19:00,27,4.7,-100.02862229498406
1974-12-01 00:19:00,28,6.55,-100.01899238410222
1974-12-01 00:19:00,29,9.18,-100.11133880419219
1974-12-01 00:19:00,30,11.8,-99.94204388575235
1974-12-01 00:19:00,31,13.1,-99.9475492624714
1974-12-01 00:20:00,0,0.025,-100.14944056198193
1974-12-01 00:20:00,1,0.035,-99.9300803268305
1974-12-01 00:20:00,2,0.044,-99.79473150180542
1974-12-01 00:20:00,3,0.055,-99.9828039667563
1974-12-01 00:20:00,4,0.067,-100.03373251620685
1974-12-01 00:20:00,5,0.083,-100.01420032144075
1974-12-01 00:20:00,6,0.096,-99.93847432330314
1974-12-01 00:20:00,7,0.11,-100.17306716055072
1974-12-01 00:20:00,8,0.13,-99.98356092970226
1974-12-01 00:20:00,9,0.155,-100.03904639494628
1974-12-01 00:20:00,10,0.185,-99.8152174987044
1974-12-01 00:20:00,11,0.21,-100.0174172733805
1974-12-01 00:20:00,12,0.25,-99.83321123888805
1974-12-01 00:20:00,13,0.292,-100.1103740697782
1974-12-01 00:20:00,14,0.36,-99.94127408331973
1974-12-01 00:20:00,15,0.425,-99.96805997362088
1974-12-01 00:20:00,16,0.475,-100.08690472478648
1974-12-01 00:20:00,17,0.6,-99.9822603885363
1974-12-01 00:20:00,18,0.737,-99.87874811631684
1974-12-01 00:20:00,19,0.87,-100.03237917042865
1974-12-01 00:20:00,20,1.03,-100.16919626491698
1974-12-01 00:20:00,21,1.27,-100.00175628264775
1974-12-01 00:20:00,22,1.45,-100.09024230947925
1974-12-01 00:20:00,23,1.85,-100.03423409386639
1974-12-01 00:20:00,24,2.2,-100.00815877696851
1974-12-01 00:20:00,25,2.8,-100.17056522160155
1974-12-01 00:20:00,26,3.93,-100.16156583393207
1974-12-01 00:20:00,27,4.7,-99.95179331644745
1974-12-01 00:20:00,28,6.55,-100.05227186961697
1974-12-01 00:20:00,29,9.18,-100.25647443418205
1974-12-01 00:20:00,30,11.8,-99.92151559633919
1974-12-01 00:20:00,31,13.1,-99.97276302447257
1974-12-01 00:21:00,0,0.025,-100.07138748240365
1974-12-01 00:21:00,1,0.035,-100.13168302110583
1974-12-01 00:21:00,2,0.044,-99.91641921036856
1974-12-01 00:21:00,3,0.055,-99.96506493774396
1974-12-01 00:21:00,4,0.067,-99.7617397717316
1974-12-01 00:21:00,5,0.083,-99.9579811401275
1974-12-01 00:21:00,6,0.096,-99.9612296858738
1974-12-01 00:21:00,7,0.11,-100.01669279301086
1974-12-01 00:21:00,8,0.13,-99.91832241327992
1974-12-01 00:21:00,9,0.155,-99.93749147987519
1974-12-01 00:21:00,10,0.185,-99.87482749914348
1974-12-01 00:21:00,11,0.21,-100.05213229186373
1974-12-01 00:21:00,12,0.25,-100.0435407472944
1974-12-01 00:21:00,13,0.292,-100.0479103170912
1974-12-01 00:21:00,14,0.36,-99.9209198278821
1974-12-01 00:21:00,15,0.425,-99.85016255597033
1974-12-01 00:21:00,16,0.475,-100.04588404931494
1974-12-01 00:21:00,17,0.6,-100.0424773727793
1974-12-01 00:21:00,18,0.737,-99.96859227761303
1974-12-01 00:21:00,19,0.87,-100.0245761500013
1974-12-01 00:21:00,20,1.03,-99.90479463468601
1974-12-01 00:21:00,21,1.27,-100.22517772906191
1974-12-01 00:21:00,22,1.45,-100.08267050469169
1974-12-01 00:21:00,23,1.85,-100.07824163339615
1974-12-01 00:21:00,24,2.2,-100.23203560123862
1974-12-01 00:21:00,25,2.8,-100.09636384443688
1974-12-01 00:21:00,26,3.93,-100.0915156115846
1974-12-01 00:21:00,27,4.7,-100.02011046545188
1974-12-01 00:21:00,28,6.55,-99.88870341083397
1974-12-01 00:21:00,29,9.18,-100.02450606511907
1974-12-01 00:21:00,30,11.8,-100.10308137202712
1974-12-01 00:21:00,31,13.1,-100.00569545412135
1974-12-01 00:22:00,0,0.025,-99.89508263785586
1974-12-01 00:22:00,1,0.035,-100.0975958816115
1974-12-01 00:22:00,2,0.044,-100.09105748839214
1974-12-01 00:22:00,3,0.055,-99.94414510407258
1974-12-01 00:22:00,4,0.067,-100.02215361157307
1974-12-01 00:22:00,5,0.083,-99.93525153092905
1974-12-01 00:22:00,6,0.096,-100.00136467917953
1974-12-01 00:22:00,7,0.11,-99.92983363519105
1974-12-01 00:22:00,8,0.13,-100.10350781140406
1974-12-01 00:22:00,9,0.155,-100.00120846507883
1974-12-01 00:22:00,10,0.185,-100.02106900143632
1974-12-01 00:22:00,11,0.21,-100.12158909241042
1974-12-01 00:22:00,12,0.25,-100.15634779478687
1974-12-01 00:22:00,13,0.292,-99.93142509647254
1974-12-01 00:22:00,14,0.36,-100.0350952382218
1974-12-01 00:22:00,15,0.425,-100.10222802816473
1974-12-01 00:22:00,16,0.475,-100.00961789369234
1974-12-01 00:22:00,17,0.6,-99.88719811426508
1974-12-01 00:22:00,18,0.737,-100.22807378453719
1974-12-01 00:22:00,19,0.87,-100.14966386899033
1974-12-01 00:22:00,20,1.03,-100.09228864418952
1974-12-01 00:22:00,21,1.27,-99.85388211332797
1974-12-01 00:22:00,22,1.45,-99.97174130170806
1974-12-01 00:22:00,23,1.85,-99.92326827595387
1974-12-01 00:22:00,24,2.2,-100.11401609191262
1974-12-01 00:22:00,25,2.8,-100.11195358752705
1974-12-01 00:22:00,26,3.93,-99.95521862832773
1974-12-01 00:22:00,27,4.7,-99.99417256690646
1974-12-01 00:22:00,28,6.55,-99.94512611811359
1974-12-01 00:22:00,29,9.18,-100.01876709909284
1974-12-01 00:22:00,30,11.8,-99.97218562735453
1974-12-01 00:22:00,31,13.1,-99.9841880915095
1974-12-01 00:23:00,0,0.025,-99.9222232610915
1974-12-01 00:23:00,1,0.035,-99.91929917180555
1974-12-01 00:23:00,2,0.044,-100.16198719943918
1974-12-01 00:23:00,3,0.055,-100.22472685553409
1974-12-01 00:23:00,4,0.067,-99.89982546023485
1974-12-01 00:23:00,5,0.083,-99.88122749067381
1974-12-01 00:23:00,6,0.096,-100.10206230195134
1974-12-01 00:23:00,7,0.11,-100.18598354065456
1974-12-01 00:23:00,8,0.13,-99.99009651789927
1974-12-01 00:23:00,9,0.155,-99.90691617736495
1974-12-01 00:23:00,10,0.185,-99.82024054775657
1974-12-01 00:23:00,11,0.21,-99.94837024278985
1974-12-01 00:23:00,12,0.25,-100.03717166965858
1974-12-01 00:23:00,13,0.292,-100.08931306215848
1974-12-01 00:23:00,14,0.36,-99.99885487083293
1974-12-01 00:23:00,15,0.425,-100.02992647038853
1974-12-01 00:23:00,16,0.475,-100.10150679057288
1974-12-01 00:23:00,17,0.6,-99.79512443491367
1974-12-01 00:23:00,18,0.737,-99.82148315979279
1974-12-01 00:23:00,19,0.87,-99.88639513164446
1974-12-01 00:23:00,20,1.03,-100.09208503978091
1974-12-01 00:23:00,21,1.27,-99.91449806757028
1974-12-01 00:23:00,22,1.45,-99.9360373590502
1974-12-01 00:23:00,23,1.85,-99.9557454375796
1974-12-01 00:23:00,24,2.2,-99.87503347329562
1974-12-01 00:23:00,25,2.8,-99.93646288571387
1974-12-01 00:23:00,26,3.93,-99.92599857636957
1974-12-01 00:23:00,27,4.7,-99.93630937166277
1974-12-01 00:23:00,28,6.55,-99.96592085919978
1974-12-01 00:23:00,29,9.18,-100.17836111297142
1974-12-01 00:23:00,30,11.8,-99.99163789225895
1974-12-01 00:23:00,31,13.1,-100.05561919588492
1974-12-01 00:24:00,0,0.025,-100.127984095764
1974-12-01 00:24:00,1,0.035,-99.83181833806992
1974-12-01 00:24:00,2,0.044,-99.82710046591143
1974-12-01 00:24:00,3,0.055,-99.86407793997044
1974-12-01 00:24:00,4,0.067,-99.97447865831441
1974-12-01 00:24:00,5,0.083,-99.86493748790474
1974-12-01 00:24:00,6,0.096,-99.99879468193981
1974-12-01 00:24:00,7,0.11,-99.97972027231022
1974-12-01 00:24:00,8,0.13,-100.1093471370462
1974-12-01 00:24:00,9,0.155,-99.96030086955011
1974-12-01 00:24:00,10,0.185,-99.99396140715756
1974-12-01 00:24:00,11,0.21,-100.13026521168345
1974-12-01 00:24:00,12,0.25,-100.00511971118166
1974-12-01 00:24:00,13,0.292,-100.00797295638569
1974-12-01 00:24:00,14,0.36,-99.82024388333554
1974-12-01 00:24:00,15,0.425,-99.91057866714866
1974-12-01 00:24:00,16,0.475,-99.99885545609085
1974-12-01 00:24:00,17,0.6,-99.9751212690199
1974-12-01 00:24:00,18,0.737,-99.99557876218958
1974-12-01 00:24:00,19,0.87,-100.02029139847956
1974-12-01 00:24:00,20,1.03,-100.10824271973883
1974-12-01 00:24:00,21,1.27,-100.0151051877607
1974-12-01 00:24:00,22,1.45,-100.07460982566525
1974-12-01 00:24:00,23,1.85,-100.12503155389231
1974-12-01 00:24:00,24,2.2,-99.94887781854524
1974-12-01 00:24:00,25,2.8,-99.96087353400668
1974-12-01 00:24:00,26,3.93,-100.1786707511368
1974-12-01 00:24:00,27,4.7,-100.0122684637495
1974-12-01 00:24:00,28,6.55,-99.90042986141
1974-12-01 00:24:00,29,9.18,-99.89407762611037
1974-12-01 00:24:00,30,11.8,-99.89741631571148
1974-12-01 00:24:00,31,13.1,-99.99610867930986
1974-12-01 00:25:00,0,0.025,-100.08450453279691
1974-12-01 00:25:00,1,0.035,-100.1083698827358
1974-12-01 00:25:00,2,0.044,-99.96553950952496
1974-12-01 00:25:00,3,0.055,-99.96207199656348
1974-12-01 00:25:00,4,0.067,-99.8712668888395
1974-12-01 00:25:00,5,0.083,-99.89000203496579
1974-12-01 00:25:00,6,0.096,-100.01322286565312
1974-12-01 00:25:00,7,0.11,-100.12442058788609
1974-12-01 00:25:00,8,0.13,-100.03191065970108
1974-12-01 00:25:00,9,0.155,-99.97827688051895
1974-12-01 00:25:00,10,0.185,-100.02020832453894
1974-12-01 00:25:00,11,0.21,-100.05778941080777
1974-12-01 00:25:00,12,0.25,-99.97471151850301
1974-12-01 00:25:00,13,0.292,-100.05039577414107
1974-12-01 00:25:00,14,0.36,-100.06280660837254
1974-12-01 00:25:00,15,0.425,-99.96885471656965
1974-12-01 00:25:00,16,0.475,-100.04019925801292
1974-12-01 00:25:00,17,0.6,-99.97558956110217
1974-12-01 00:25:00,18,0.737,-99.97267959771479
1974-12-01 00:25:00,19,0.87,-100.11394290010915
1974-12-01 00:25:00,20,1.03,-100.04812411238655
1974-12-01 00:25:00,21,1.27,-99.85622230600835
1974-12-01 00:25:00,22,1.45,-100.11620795127342
1974-12-01 00:25:00,23,1.85,-100.21166544489705
1974-12-01 00:25:00,24,2.2,-100.18618451532426
1974-12-01 00:25:00,25,2.8,-99.99708900534233
1974-12-01 00:25:00,26,3.93,-99.99690827219673
1974-12-01 00:25:00,27,4.7,-100.01176108554252
1974-12-01 00:25:00,28,6.55,-99.87858101710715
1974-12-01 00:25:00,29,9.18,-100.26728344331029
1974-12-01 00:25:00,30,11.8,-99.96040661255692
1974-12-01 00:25:00,31,13.1,-99.84385617981964
1974-12-01 00:26:00,0,0.025,-100.11277807648918
1974-12-01 00:26:00,1,0.035,-100.03798065117898
1974-12-01 00:26:00,2,0.044,-100.07528919172286
1974-12-01 00:26:00,3,0.055,-100.08943460460775
1974-12-01 00:26:00,4,0.067,-100.0326262005023
1974-12-01 00:26:00,5,0.083,-99.85725147163154
1974-12-01 00:26:00,6,0.096,-99.81626133245125
1974-12-01 00:26:00,7,0.11,-100.03359392250401
1974-12-01 00:26:00,8,0.13,-99.80949397859355
1974-12-01 00:26:00,9,0.155,-99.99644235230154
1974-12-01 00:26:00,10,0.185,-99.8246308973299
1974-12-01 00:26:00,11,0.21,-100.00932986496535
1974-12-01 00:26:00,12,0.25,-99.98689421739539
1974-12-01 00:26:00,13,0.292,-99.96345255273572
1974-12-01 00:26:00,14,0.36,-99.68211463206325
1974-12-01 00:26:00,15,0.425,-99.91487144251552
1974-12-01 00:26:00,16,0.475,-100.07072645299515
1974-12-01 00:26:00,17,0.6,-99.90310021297242
1974-12-01 00:26:00,18,0.737,-100.03618325370843
1974-12-01 00:26:00,19,0.87,-100.04897501829012
1974-12-01 00:26:00,20,1.03,-99.90913986401078
1974-12-01 00:26:00,21,1.27,-99.99689144122289
1974-12-01 00:26:00,22,1.45,-99.97214240854882
1974-12-01 00:26:00,23,1.85,-99.99860147781347
1974-12-01 00:26:00,24,2.2,-99.96634168733945
1974-12-01 00:26:00,25,2.8,-99.95750341025638
1974-12-01 00:26:00,26,3.93,-100.19369669327054
1974-12-01 00:26:00,27,4.7,-99.93334273313904
1974-12-01 00:26:00,28,6.55,-100.09820194198304
1974-12-01 00:26:00,29,9.18,-100.14422991355595
1974-12-01 00:26:00,30,11.8,-100.00584112438587
1974-12-01 00:26:00,31,13.1,-99.99160189966855
1974-12-01 00:27:00,0,0.025,-100.06935061645723
1974-12-01 00:27:00,1,0.035,-99.9168968142332
1974-12-01 00:27:00,2,0.044,-100.1342175166371
1974-12-01 00:27:00,3,0.055,-100.04069437487726
1974-12-01 00:27:00,4,0.067,-100.0584874134933
1974-12-01 00:27:00,5,0.083,-100.00465872703393
1974-12-01 00:27:00,6,0.096,-99.97211357153527
1974-12-01 00:27:00,7,0.11,-100.10078929496235
1974-12-01 00:27:00,8,0.13,-99.92757173225438
1974-12-01 00:27:00,9,0.155,-99.99369976316653
1974-12-01 00:27:00,10,0.185,-100.1891946253312
1974-12-01 00:27:00,11,0.21,-100.1958591440397
1974-12-01 00:27:00,12,0.25,-100.00123192929293
1974-12-01 00:27:00,13,0.292,-100.02209673177863
1974-12-01 00:27:00,14,0.36,-100.01034201135747
1974-12-01 00:27:00,15,0.425,-100.00279824565303
1974-12-01 00:27:00,16,0.475,-99.97744401604898
1974-12-01 00:27:00,17,0.6,-99.90523503901517
1974-12-01 00:27:00,18,0.737,-100.11111049009176
1974-12-01 00:27:00,19,0.87,-100.11719715929009
1974-12-01 00:27:00,20,1.03,-100.10933238578873
1974-12-01 00:27:00,21,1.27,-99.97110833328313
1974-12-01 00:27:00,22,1.45,-99.87550526213535
1974-12-01 00:27:00,23,1.85,-100.04313394382395
1974-12-01 00:27:00,24,2.2,-100.25016998441596
1974-12-01 00:27:00,25,2.8,-100.17039928626103
1974-12-01 00:27:00,26,3.93,-100.0833036722796
1974-12-01 00:27:00,27,4.7,-100.05577288874952
1974-12-01 00:27:00,28,6.55,-100.04083886272548
1974-12-01 00:27:00,29,9.18,-99.99614188770191
1974-12-01 00:27:00,30,11.8,-100.03117463308224
1974-12-01 00:27:00,31,13.1,-99.89506603894566
1974-12-01 00:28:00,0,0.025,-100.06760173056814
1974-12-01 00:28:00,1,0.035,-100.08623179594755
1974-12-01 00:28:00,2,0.044,-99.95211244614795
1974-12-01 00:28:00,3,0.055,-100.15356420699261
1974-12-01 00:28:00,4,0.067,-99.961030829468
1974-12-01 00:28:00,5,0.083,-99.98974468162737
1974-12-01 00:28:00,6,0.096,-100.01474424899182
1974-12-01 00:28:00,7,0.11,-99.84117238928508
1974-12-01 00:28:00,8,0.13,-100.06222074452947
1974-12-01 00:28:00,9,0.155,-99.79397018294759
1974-12-01 00:28:00,10,0.185,-100.0225431449228
1974-12-01 00:28:00,11,0.21,-100.12770164449702
1974-12-01 00:28:00,12,0.25,-99.99300804190052
1974-12-01 00:28:00,13,0.292,-100.10762452003188
1974-12-01 00:28:00,14,0.36,-100.07517558478135
1974-12-01 00:28:00,15,0.425,-99.96029666999846
1974-12-01 00:28:00,16,0.475,-99.94444179113499
1974-12-01 00:28:00,17,0.6,-100.06221677002543
1974-12-01 00:28:00,18,0.737,-99.90125948549536
1974-12-01 00:28:00,19,0.87,-99.88424922419789
1974-12-01 00:28:00,20,1.03,-99.85636982434367
1974-12-01 00:28:00,21,1.27,-99.94705865928742
1974-12-01 00:28:00,22,1.45,-99.86365712879143
1974-12-01 00:28:00,23,1.85,-100.1880798427974
1974-12-01 00:28:00,24,2.2,-100.03179065486285
1974-12-01 00:28:00,25,2.8,-100.08670052563234
1974-12-01 00:28:00,26,3.93,-99.98807741388725
1974-12-01 00:28:00,27,4.7,-100.05714492191967
1974-12-01 00:28:00,28,6.55,-100.01661578419497
1974-12-01 00:28:00,29,9.18,-99.8117825119796
1974-12-01 00:28:00,30,11.8,-100.01697197964204
1974-12-01 00:28:00,31,13.1,-99.95862076828098
1974-12-01 00:29:00,0,0.025,-100.02322693299243
1974-12-01 00:29:00,1,0.035,-99.99242867120432
1974-12-01 00:29:00,2,0.044,-99.9993983319564
1974-12-01 00:29:00,3,0.055,-99.95516759340268
1974-12-01 00:29:00,4,0.067,-99.88346924644529
1974-12-01 00:29:00,5,0.083,-99.83526060023966
1974-12-01 00:29:00,6,0.096,-99.96903799180909
1974-12-01 00:29:00,7,0.11,-99.94104531139644
1974-12-01 00:29:00,8,0.13,-100.11508645091855
1974-12-01 00:29:00,9,0.155,-100.00878767424156
1974-12-01 00:29:00,10,0.185,-99.90597105351164
1974-12-01 00:29:00,11,0.21,-99.91340313615828
1974-12-01 00:29:00,12,0.25,-99.9788390267205
1974-12-01 00:29:00,13,0.292,-99.91136060404321
1974-12-01 00:29:00,14,0.36,-99.95092332910062
1974-12-01 00:29:00,15,0.425,-99.87996937417407
1974-12-01 00:29:00,16,0.475,-99.97106408430429
1974-12-01 00:29:00,17,0.6,-100.0355698315571
1974-12-01 00:29:00,18,0.737,-99.96641587430669
1974-12-01 00:29:00,19,0.87,-100.29305943758527
1974-12-01 00:29:00,20,1.03,-99.96171142636149
1974-12-01 00:29:00,21,1.27,-100.36484128252148
1974-12-01 00:29:00,22,1.45,-100.17234634074055
1974-12-01 00:29:00,23,1.85,-99.9548231399059
1974-12-01 00:29:00,24,2.2,-99.95224706627332
1974-12-01 00:29:00,25,2.8,-100.11624287801399
1974-12-01 00:29:00,26,3.93,-100.07121020418789
1974-12-01 00:29:00,27,4.7,-99.86294590113859
1974-12-01 00:29:00,28,6.55,-100.04840301315727
1974-12-01 00:29:00,29,9.18,-99.7757079687597
1974-12-01 00:29:00,30,11.8,-100.00019198531763
1974-12-01 00:29:00,31,13.1,-99.95919638231187
1974-12-01 00:30:00,0,0.025,-99.83831256015014
1974-12-01 00:30:00,1,0.035,-99.98689728838066
1974-12-01 00:30:00,2,0.044,-100.10023439806908
1974-12-01 00:30:00,3,0.055,-100.01097274516943
1974-12-01 00:30:00,4,0.067,-100.00356107361901
1974-12-01 00:30:00,5,0.083,-100.13647416522015
1974-12-01 00:30:00,6,0.096,-100.02558320713408
1974-12-01 00:30:00,7,0.11,-100.07421920939974
1974-12-01 00:30:00,8,0.13,-99.90756422428126
1974-12-01 00:30:00,9,0.155,-99.99653881258148
1974-12-01 00:30:00,10,0.185,-101.02827957491476
1974-12-01 00:30:00,11,0.21,-101.01061819306226
1974-12-01 00:30:00,12,0.25,-100.97768779815938
1974-12-01 00:30:00,13,0.292,-99.93831858003102
1974-12-01 00:30:00,14,0.36,-100.09997122286694
1974-12-01 00:30:00,15,0.425,-100.10415876326212
1974-12-01 00:30:00,16,0.475,-99.88953207845975
1974-12-01 00:30:00,17,0.6,-100.04123368722047
1974-12-01 00:30:00,18,0.737,-100.1416842092597
1974-12-01 00:30:00,19,0.87,-99.95561872906168
1974-12-01 00:30:00,20,1.03,-99.95366301939673
1974-12-01 00:30:00,21,1.27,-100.15307152572566
1974-12-01 00:30:00,22,1.45,-99.97705182845364
1974-12-01 00:30:00,23,1.85,-99.92644169075716
1974-12-01 00:30:00,24,2.2,-99.96256135482938
1974-12-01 00:30:00,25,2.8,-99.93680185162385
1974-12-01 00:30:00,26,3.93,-100.14042690980908
1974-12-01 00:30:00,27,4.7,-99.96689598450038
1974-12-01 00:30:00,28,6.55,-100.03026197594704
1974-12-01 00:30:00,29,9.18,-100.04827901587247
1974-12-01 00:30:00,30,11.8,-99.91294443905802
1974-12-01 00:30:00,31,13.1,-99.85207254893258
1974-12-01 00:31:00,0,0.025,-99.82056299453997
1974-12-01 00:31:00,1,0.035,-99.8685192128494
1974-12-01 00:31:00,2,0.044,-100.01097341816302
1974-12-01 00:31:00,3,0.055,-99.96472798369737
1974-12-01 00:31:00,4,0.067,-99.92331771282157
