target,kind,data_col,frequency_band,frequency_mhz,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value,perm_rep
Sag-A,fixed,rv2_coarse,8,6.55,713,3823,1969209.897577358,186689530.71034896,184720320.81277162,1.0269070575939443,0.3044642307221612,5
Sag-A,fixed,rv2_coarse,9,9.18,787,4323,2856826.471733045,393566292.1948255,390709465.72309244,2.5292875678861737,0.011429433934242894,5
Mercury,planet,rv2_coarse,1,0.45,749,4345,952016530.5394692,2100194595.9322498,1148178065.3927805,1.4845003430507304,0.13767623221540015,5
Mercury,planet,rv2_coarse,2,0.7,747,3966,15626345.361445783,356927090.6651649,341300745.3037191,1.2631007968771417,0.20655295767277915,5
Mercury,planet,rv2_coarse,3,0.9,699,4028,2410279.3808118743,11817974.951759558,9407695.570947684,1.079959110251943,0.28016038907052687,5
Mercury,planet,rv2_coarse,4,1.31,700,3971,1993992.723482143,2113924.697635986,119931.97415384301,0.42552720899758484,0.6704523910253122,5
Mercury,planet,rv2_coarse,5,2.2,804,4053,3629390.8236162937,2547963.772652973,-1081427.0509633208,-0.9127180746916905,0.3613908352761048,5
Mercury,planet,rv2_coarse,6,3.93,704,3944,1546609.8030894885,1615489.516401496,68879.71331200749,0.3514191240642462,0.7252739372454582,5
Mercury,planet,rv2_coarse,7,4.7,783,3949,393175.31872605364,2649448.9042287455,2256273.585502692,1.4964395259557586,0.13453915588390153,5
Mercury,planet,rv2_coarse,8,6.55,679,3857,1779644.721384849,185094566.70905274,183314921.9876679,1.028157979790449,0.30387552088374403,5
Mercury,planet,rv2_coarse,9,9.18,765,4345,348577243.87940663,330718944.0791112,-17858299.800295413,-0.04781870142531198,0.9618607320230264,5
Venus,planet,rv2_coarse,1,0.45,1096,3998,2872172730.6994185,1673462878.4024825,-1198709852.296936,-0.8249835540736861,0.4093809276546905,5
Venus,planet,rv2_coarse,2,0.7,984,3729,17777055.550813008,378051246.6884001,360274191.1375871,1.253751473384855,0.2099323523068628,5
Venus,planet,rv2_coarse,3,0.9,968,3759,2024149.6282283058,12590638.88075286,10566489.252524555,1.1320874716230989,0.2575976615005908,5
Venus,planet,rv2_coarse,4,1.31,920,3751,1768023.167798913,2176381.915855772,408358.7480568588,1.6609305004020147,0.09672740574422223,5
Venus,planet,rv2_coarse,5,2.2,1050,3807,2775908.4188690474,2713481.364049777,-62427.0548192705,-0.09579285303679615,0.9236850937068453,5
Venus,planet,rv2_coarse,6,3.93,964,3684,1575560.7537603735,1612775.0780232085,37214.324262835085,0.19819501271440965,0.8428924893690095,5
Venus,planet,rv2_coarse,7,4.7,987,3745,2739348.189069723,2154016.911815754,-585331.2772539686,-0.21064405642398765,0.8331650314859163,5
Venus,planet,rv2_coarse,8,6.55,974,3562,2022216.8872561601,200210130.07143438,198187913.18417823,1.0265695093799525,0.30462321753371935,5
Venus,planet,rv2_coarse,9,9.18,1023,4087,889140142.7877222,194285548.69577795,-694854594.0919442,-1.457794450764381,0.14489720831898056,5
Mars,planet,rv2_coarse,1,0.45,882,4212,1039782842.8059099,2118071565.3715277,1078288722.5656178,1.3084885172816176,0.190707666764115,5
Mars,planet,rv2_coarse,2,0.7,822,3891,1675507213.9513917,12844716.44692881,-1662662497.504463,-1.2766041521106508,0.20174203524893297,5
Mars,planet,rv2_coarse,3,0.9,882,3845,3488361.8499858277,12018427.370920027,8530065.520934198,0.9294794956815845,0.3526406466014693,5
Mars,planet,rv2_coarse,4,1.31,820,3851,1945608.2267530488,2127964.459831862,182356.23307881295,0.7428837224106181,0.45755208144667225,5
Mars,planet,rv2_coarse,5,2.2,832,4025,2685820.1143329325,2735484.4863664596,49664.37203352712,0.1311068945022751,0.8956907472197118,5
Mars,planet,rv2_coarse,6,3.93,840,3808,1492552.5625,1629873.8974691438,137321.33496914385,0.6652593664370249,0.5058846152084073,5
Mars,planet,rv2_coarse,7,4.7,841,3891,1904173.151902497,2356494.5712186624,452321.4193161654,0.2153165957152338,0.8295204915536605,5
Mars,planet,rv2_coarse,8,6.55,854,3682,1480005.2861213773,193876751.23527676,192396745.9491554,1.0301423339571136,0.302943194996772,5
Mars,planet,rv2_coarse,9,9.18,929,4181,135744118.20344457,377309045.1519934,241564926.94854882,1.1741087915453559,0.24035145250761625,5
Jupiter,planet,rv2_coarse,1,0.45,466,4628,392957372.0936159,2086276526.643056,1693319154.54944,3.1017428086748877,0.0019238502556666592,5
Jupiter,planet,rv2_coarse,2,0.7,472,4241,2907999167.3665257,12890854.648913922,-2895108312.717612,-1.2773410081769683,0.20148188177198834,5
Jupiter,planet,rv2_coarse,3,0.9,479,4248,1617556.6248695198,11420145.661384769,9802589.036515249,1.1871486899832746,0.23516897567940198,5
Jupiter,planet,rv2_coarse,4,1.31,468,4203,1675589.077190171,2142758.551659529,467169.4744693581,2.165561547264327,0.03034470744952311,5
Jupiter,planet,rv2_coarse,5,2.2,499,4358,1115500.936998998,2911494.360988412,1795993.423989414,6.705676474956789,2.0047519200261377e-11,5
Jupiter,planet,rv2_coarse,6,3.93,480,4168,1606678.719140625,1604870.0021293187,-1808.7170113064349,-0.005972622864406297,0.9952345647612877,5
Jupiter,planet,rv2_coarse,7,4.7,507,4225,2875096.663831361,2204226.2695382996,-670870.3942930615,-0.23907946858079912,0.8110439618849445,5
Jupiter,planet,rv2_coarse,8,6.55,503,4033,2419693.5023220056,177014881.4111006,174595187.90877858,1.0239237653332947,0.30587128416303777,5
Jupiter,planet,rv2_coarse,9,9.18,570,4540,3291395.6994586075,374836851.9918046,371545456.292346,2.525739409714568,0.011545508544793526,5
Saturn,planet,rv2_coarse,1,0.45,1004,4090,3050424543.6215763,1656669843.25272,-1393754700.3688562,-0.887601380156974,0.37475521100289644,5
Saturn,planet,rv2_coarse,2,0.7,891,3822,18414282.240179572,369136210.38384193,350721928.14366233,1.2509018096691955,0.21097030356267776,5
Saturn,planet,rv2_coarse,3,0.9,898,3829,2166158.44919265,12364162.472055366,10198004.022862716,1.1128661764779608,0.2657659085399491,5
Saturn,planet,rv2_coarse,4,1.31,834,3837,1928886.7417565947,2132264.3570823562,203377.6153257615,0.7755990876370107,0.43798573925261364,5
Saturn,planet,rv2_coarse,5,2.2,926,3931,4190571.6079913606,2382207.602073264,-1808364.0059180968,-1.4874259030039891,0.13690235977444454,5
Saturn,planet,rv2_coarse,6,3.93,891,3757,1524283.0241301907,1624212.8771792653,99929.85304907453,0.5283269726900448,0.597272413805759,5
Saturn,planet,rv2_coarse,7,4.7,896,3836,387804.7925355094,2717168.118678311,2329363.3261428014,1.5007056225133921,0.13343171818681343,5
Saturn,planet,rv2_coarse,8,6.55,879,3657,2060507.3549488054,195052484.71360043,192991977.3586516,1.0263125207755592,0.30474429733123287,5
Saturn,planet,rv2_coarse,9,9.18,914,4196,994238518.6114222,189442659.09929565,-804795859.5121266,-1.5196650739605273,0.1285951737847979,5
Uranus,planet,rv2_coarse,1,0.45,111,4983,3760250332.0275903,1890631770.7896097,-1869618561.2379806,-0.5034350398309961,0.6146584412698848,5
Uranus,planet,rv2_coarse,2,0.7,81,4632,12505866.518518519,307908624.0015207,295402757.4830022,1.2769722675946389,0.2016120382599358,5
Uranus,planet,rv2_coarse,3,0.9,91,4636,3493212.0453296704,10562921.936313633,7069709.890983962,0.9278586647333203,0.353480888420141,5
Uranus,planet,rv2_coarse,4,1.31,91,4580,3259371.385989011,2072835.6079967248,-1186535.777992286,-1.2228393855272341,0.22139036629140318,5
Uranus,planet,rv2_coarse,5,2.2,105,4752,6588264.332738095,2641658.172940341,-3946606.159797754,-4.620982557627049,3.819268882709892e-06,5
Uranus,planet,rv2_coarse,6,3.93,108,4540,742728.6105324074,1625570.3224944933,882841.7119620859,6.203827271584706,5.510627509863752e-10,5
Uranus,planet,rv2_coarse,7,4.7,80,4652,534929.90078125,2306048.0664873854,1771118.1657061353,1.382993612706962,0.1666668243930065,5
Uranus,planet,rv2_coarse,8,6.55,89,4447,1247313.0610955057,160784149.24672794,159536836.18563244,1.031649175101525,0.3022364948847547,5
Uranus,planet,rv2_coarse,9,9.18,97,5013,868559.2791961984,339826681.2969085,338958122.0177123,2.544365603490343,0.010947643160397869,5
Neptune,planet,rv2_coarse,1,0.45,1261,3833,3161779977.527062,1526585272.3814409,-1635194705.145621,-1.2663771450975505,0.20537808939430846,5
Neptune,planet,rv2_coarse,2,0.7,1217,3496,12487959.502875924,403903854.3615686,391415894.8586927,1.2771669239711883,0.20154332163902056,5
Neptune,planet,rv2_coarse,3,0.9,1240,3487,2194079.627066532,13354439.247293519,11160359.620226987,1.1093420854903921,0.2672826361120606,5
Neptune,planet,rv2_coarse,4,1.31,1190,3481,2513173.8529936974,1953321.745385665,-559852.1076080324,-0.750543812939457,0.452927246688571,5
Neptune,planet,rv2_coarse,5,2.2,1282,3575,2319247.918925507,2873189.2477447554,553941.3288192484,1.5963724110404212,0.11040567198483764,5
Neptune,planet,rv2_coarse,6,3.93,1206,3442,1876676.5472636817,1509887.2858984603,-366789.26136522135,-1.3601064994550667,0.17379622462687605,5
Neptune,planet,rv2_coarse,7,4.7,1192,3540,6820537.626614359,745889.5893891243,-6074648.037225235,-1.240807251776633,0.2146769616735571,5
Neptune,planet,rv2_coarse,8,6.55,1158,3378,11098309.01774679,207894103.2327075,196795794.21496072,0.9659454958893802,0.33407145501418345,5
Neptune,planet,rv2_coarse,9,9.18,1298,3812,414160770.4076223,305890536.0971644,-108270234.31045789,-0.34274883978907084,0.7317874169211773,5
Earth,earth,rv2_coarse,1,0.45,756,4338,2082381562.945023,1905054273.6545067,-177327289.29051638,-0.1521506478499176,0.8790681179750406,5
Earth,earth,rv2_coarse,2,0.7,753,3960,9548119.87250996,358599996.7926879,349051876.92017794,1.2900702313946777,0.19702627454823496,5
Earth,earth,rv2_coarse,3,0.9,721,4006,2253865.4171289876,11897791.170026211,9643925.752897223,1.1010839750975083,0.2708601107780315,5
Earth,earth,rv2_coarse,4,1.31,709,3962,1960261.7169428773,2120233.29718261,159971.58023973252,0.6072684652970153,0.5436727624213562,5
Earth,earth,rv2_coarse,5,2.2,814,4043,2388944.7443181816,2795034.966825377,406090.22250719555,1.233935133461015,0.21722707642781502,5
Earth,earth,rv2_coarse,6,3.93,726,3922,1556950.7005853995,1613961.6893007394,57010.98871533992,0.2910494962723655,0.7710134646872904,5
Earth,earth,rv2_coarse,7,4.7,811,3921,392222.26502774353,2665758.158741218,2273535.8937134743,1.4971945471778372,0.1343426438021995,5
Earth,earth,rv2_coarse,8,6.55,704,3832,979249087.521318,6713665.174224663,-972535422.3470933,-0.9963492014410926,0.3190805056661845,5
Earth,earth,rv2_coarse,9,9.18,868,4242,2451982.4494482647,401109637.6297415,398657655.1802932,2.5325108454897824,0.011324886634271225,5
Fornax-A,fixed,rv2_coarse,1,0.45,1256,3838,1753700557.5550358,1989514851.5921216,235814294.03708577,0.2507982585541085,0.8019700880297762,6
Fornax-A,fixed,rv2_coarse,2,0.7,1115,3598,52731283.17578475,380336392.668717,327605109.49293226,1.0938929912883222,0.27400191301200816,6
Fornax-A,fixed,rv2_coarse,3,0.9,1143,3584,2775282.531988189,12867031.37801688,10091748.846028691,1.0286429424098436,0.30364749099569943,6
Fornax-A,fixed,rv2_coarse,4,1.31,1144,3527,1909392.6564138986,2156462.909501701,247070.25308780256,0.911326164736414,0.3621235442668922,6
Fornax-A,fixed,rv2_coarse,5,2.2,1157,3700,3266437.135101556,2558286.3857939187,-708150.7493076371,-0.8404956448017393,0.4006305424702279,6
Fornax-A,fixed,rv2_coarse,6,3.93,1177,3471,1711409.898311385,1568992.9425957936,-142416.95571559132,-0.7458937842832101,0.4557315803242159,6
Fornax-A,fixed,rv2_coarse,7,4.7,1140,3592,381999.8174342105,2877241.1485208287,2495241.3310866184,1.5053521861668593,0.132233554907623,6
Fornax-A,fixed,rv2_coarse,8,6.55,1072,3464,1806207.8103355293,205883911.0248144,204077703.21447888,1.0279977223917391,0.3039508990663662,6
Fornax-A,fixed,rv2_coarse,9,9.18,1235,3875,103261821.7032958,406737304.20333266,303475482.50003684,1.5427703773045307,0.12288649924293793,6
Cygnus-A,fixed,rv2_coarse,1,0.45,18,5076,22571306.045138888,1938140192.5119927,1915568886.4668539,4.151453023455259,3.303710822954997e-05,6
Cygnus-A,fixed,rv2_coarse,2,0.7,20,4693,7665728.15,304089581.7174609,296423853.5674609,1.2981498340057904,0.19423585270206756,6
Cygnus-A,fixed,rv2_coarse,3,0.9,19,4708,2984647.4375,10456856.434061704,7472208.996561704,0.9802495589462714,0.32696294668643255,6
Cygnus-A,fixed,rv2_coarse,4,1.31,22,4649,1700261.4772727273,2097824.0757689825,397562.59849625523,1.7114862360245897,0.08699138990167055,6
Cygnus-A,fixed,rv2_coarse,5,2.2,20,4837,2371214.85625,2728448.0247312384,357233.1684812382,0.4159278133190401,0.6774628264541411,6
Cygnus-A,fixed,rv2_coarse,6,3.93,26,4622,553640.4350961539,1610971.2900800519,1057330.8549838979,10.773008053666345,0.0,6
Cygnus-A,fixed,rv2_coarse,7,4.7,22,4710,333088.01136363635,2285180.904694653,1952092.8933310169,1.5437021216223308,0.12266051210713513,6
Cygnus-A,fixed,rv2_coarse,8,6.55,17,4519,763885.2977941176,158244110.75737426,157480225.45958015,1.0348389054757083,0.3007441502797128,6
Cygnus-A,fixed,rv2_coarse,9,9.18,33,5077,28061882.806818184,335377065.48332864,307315182.67651045,2.288419614861175,0.022113096443560076,6
Sag-A,fixed,rv2_coarse,1,0.45,774,4320,470279674.9566376,2193150331.5470486,1722870656.590411,2.7255783696988916,0.006418893605787845,6
Sag-A,fixed,rv2_coarse,2,0.7,691,4022,1504848464.195369,96319103.13377522,-1408529361.0615938,-0.9452552516631132,0.34452857784719093,6
Sag-A,fixed,rv2_coarse,3,0.9,716,4011,2456135.139228352,11849662.33687048,9393527.197642129,1.0738987150143502,0.2828680793311249,6
Sag-A,fixed,rv2_coarse,4,1.31,699,3972,1955577.670511445,2120654.856259441,165077.18574799597,0.7045209757680029,0.4811083919589785,6
Sag-A,fixed,rv2_coarse,5,2.2,712,4145,2101341.769048455,2834444.403664053,733102.6346155978,2.5098239679972645,0.012079135908733551,6
Sag-A,fixed,rv2_coarse,6,3.93,670,3978,1012149.0800373134,1704918.0669777526,692768.9869404392,4.502159786771013,6.726637788778689e-06,6
Sag-A,fixed,rv2_coarse,7,4.7,703,4029,2205761.5661450922,2288379.155215144,82617.58907005191,0.036236185467526764,0.971094033095091,6
Sag-A,fixed,rv2_coarse,8,6.55,700,3836,996140153.2250837,4645468.014879595,-991494685.2102041,-1.009960611154145,0.3125141617004106,6
Sag-A,fixed,rv2_coarse,9,9.18,799,4311,29643561.38167338,389689213.18662196,360045651.80494857,2.289476830096775,0.022051662626125124,6
Mercury,planet,rv2_coarse,1,0.45,788,4306,745953004.293861,2148303514.4719286,1402350510.1780677,1.8793163198558849,0.06020131462792677,6
Mercury,planet,rv2_coarse,2,0.7,753,3960,8137267.7995271515,358868272.4520202,350731004.65249306,1.2962894237921694,0.1948757909284189,6
Mercury,planet,rv2_coarse,3,0.9,714,4013,51334953.87429972,3148375.6109207575,-48186578.26337896,-0.9842081077261066,0.3250132001706927,6
Mercury,planet,rv2_coarse,4,1.31,664,4007,1903631.2660956325,2127820.9932773896,224189.7271817571,0.907106826535674,0.3643503084485902,6
Mercury,planet,rv2_coarse,5,2.2,783,4074,3516734.245609834,2575190.102709254,-941544.1429005801,-1.1114352546391115,0.26638104443971167,6
Mercury,planet,rv2_coarse,6,3.93,700,3948,1505942.78625,1622630.1934365502,116687.40718655032,0.6166115595735785,0.537490968096695,6
Mercury,planet,rv2_coarse,7,4.7,747,3985,3487620.444092124,2049003.1431932247,-1438617.300898899,-0.42183172328000507,0.6731478487547322,6
Mercury,planet,rv2_coarse,8,6.55,688,3848,1869986.8218908976,185507165.18429723,183637178.36240634,1.0275615641225015,0.3041561120389611,6
Mercury,planet,rv2_coarse,9,9.18,793,4317,649949016.0702878,275243417.61587816,-374705598.45440966,-0.7893664297758178,0.42989787071681906,6
Venus,planet,rv2_coarse,1,0.45,1038,4056,2758835662.1024203,1719609093.5496488,-1039226568.5527716,-0.6845005513434446,0.4936591413406082,6
Venus,planet,rv2_coarse,2,0.7,1013,3700,12676886.345551772,382271360.99864864,369594474.65309685,1.2763098495953433,0.2018460097424133,6
Venus,planet,rv2_coarse,3,0.9,961,3766,2270017.255137877,12508258.579577137,10238241.32443926,1.098722073092061,0.2718893115936156,6
Venus,planet,rv2_coarse,4,1.31,964,3707,2692017.7400155603,1940945.4489816562,-751072.2910339041,-0.8163913065740991,0.4142763671530463,6
Venus,planet,rv2_coarse,5,2.2,1048,3809,2146544.981989504,2886675.8339787344,740130.8519892306,2.3203915347723822,0.02031970641185521,6
Venus,planet,rv2_coarse,6,3.93,928,3720,1364317.787042026,1665112.109593414,300794.32255138806,1.855482717564505,0.06352732492542223,6
Venus,planet,rv2_coarse,7,4.7,1003,3729,366906.82613341615,2789627.903124162,2422721.076990746,1.5173738381510176,0.12917232532667455,6
Venus,planet,rv2_coarse,8,6.55,961,3575,2290444.361537461,199417344.20453125,197126899.8429938,1.024799194218276,0.30545794670506776,6
Venus,planet,rv2_coarse,9,9.18,1050,4060,283035015.6643415,346415920.47879946,63380904.81445795,0.21490463086183617,0.8298416743406885,6
Mars,planet,rv2_coarse,1,0.45,925,4169,883605423.207973,2163845258.870787,1280239835.6628141,1.8836780901471142,0.05960853181609238,6
Mars,planet,rv2_coarse,2,0.7,820,3893,13796506.498780487,363712454.72233343,349915948.22355294,1.2713590855984718,0.20360093113487654,6
Mars,planet,rv2_coarse,3,0.9,827,3900,5557836.344165659,11459296.855448717,5901460.511283059,0.6236528485169317,0.5328555952253122,6
Mars,planet,rv2_coarse,4,1.31,836,3835,1943463.2177033492,2129192.8632985656,185729.64559521643,0.7593080816690284,0.4476682841985513,6
Mars,planet,rv2_coarse,5,2.2,875,3982,2219149.3407142856,2838566.479062029,619417.1383477435,1.9819275046776899,0.047487355050665814,6
Mars,planet,rv2_coarse,6,3.93,829,3819,1201630.0571471653,1692629.65087392,490999.59372675465,3.306903684002849,0.0009433332085155843,6
Mars,planet,rv2_coarse,7,4.7,853,3879,367000.74032825325,2695921.208007687,2328920.4676794335,1.5172708138525508,0.129198323856605,6
Mars,planet,rv2_coarse,8,6.55,816,3720,854677871.6264074,4758327.772980721,-849919543.8534267,-1.0091087958137224,0.31292246009072566,6
Mars,planet,rv2_coarse,9,9.18,921,4189,401471042.7838372,318424581.8065339,-83046460.97730333,-0.1969043811694679,0.8439023651231394,6
Jupiter,planet,rv2_coarse,1,0.45,477,4617,858620385.9895178,2042201424.4276993,1183581038.4381814,1.5648901128318622,0.11760867738273917,6
Jupiter,planet,rv2_coarse,2,0.7,465,4248,13309479.301075269,334523732.0357919,321214252.7347166,1.2734381211253862,0.20286261726502186,6
Jupiter,planet,rv2_coarse,3,0.9,473,4254,1786203.6524841439,11387567.951398684,9601364.29891454,1.1642653061071058,0.2443165118081927,6
Jupiter,planet,rv2_coarse,4,1.31,491,4180,1737164.2811863543,2138096.2245663875,400931.94338003313,1.8175349296392191,0.06913524492132006,6
Jupiter,planet,rv2_coarse,5,2.2,503,4354,1114563.0689612327,2913252.6800786634,1798689.6111174307,6.70961355902384,1.9513946014626526e-11,6
Jupiter,planet,rv2_coarse,6,3.93,488,4160,997259.4044569673,1676356.097280649,679096.6928236817,5.431811891644032,5.5784710628614675e-08,6
Jupiter,planet,rv2_coarse,7,4.7,483,4249,438894.92223084887,2484947.9289066405,2046053.0066757917,1.4539034697943234,0.1459730707046658,6
Jupiter,planet,rv2_coarse,8,6.55,493,4043,2780782.9577760524,176539004.83909303,173758221.881317,1.0215381266453056,0.30699955502094856,6
Jupiter,planet,rv2_coarse,9,9.18,571,4539,1063867.0862179839,375198928.28492045,374135061.19870245,2.5430435283439126,0.010989153828139031,6
Saturn,planet,rv2_coarse,1,0.45,967,4127,2948106355.1636505,1693139582.082975,-1254966773.0806756,-0.7753449606964978,0.4381358486169673,6
Saturn,planet,rv2_coarse,2,0.7,925,3788,9850206.52112859,374375470.04514253,364525263.52401394,1.2887607996130606,0.19748125801271432,6
Saturn,planet,rv2_coarse,3,0.9,879,3848,42349395.23172639,3134737.5218782485,-39214657.70984814,-0.9858520872659622,0.3242057013233004,6
Saturn,planet,rv2_coarse,4,1.31,847,3824,1876449.4174291617,2144570.403814723,268120.98638556106,1.0914199173800443,0.2750881522687716,6
Saturn,planet,rv2_coarse,5,2.2,929,3928,2671472.691267492,2740104.1910800664,68631.49981257459,0.197955852325262,0.8430796048773339,6
Saturn,planet,rv2_coarse,6,3.93,846,3802,1343793.7442375887,1663191.5955911363,319397.85135354754,1.9654952699704362,0.04935694259129986,6
Saturn,planet,rv2_coarse,7,4.7,935,3797,2877820.023314777,2127934.757851593,-749885.2654631836,-0.2602737484528563,0.7946526206623508,6
Saturn,planet,rv2_coarse,8,6.55,848,3688,2552949.3052771227,193317034.04331934,190764084.73804224,1.0230611940685999,0.30627891338521596,6
Saturn,planet,rv2_coarse,9,9.18,957,4153,33819054.96426006,402424889.9568234,368605834.99256337,2.2554913917722024,0.02410250200106323,6
Uranus,planet,rv2_coarse,1,0.45,118,4976,55839086.7907839,1975847445.4297378,1920008358.638954,4.077181995772119,4.5584812008447884e-05,6
Uranus,planet,rv2_coarse,2,0.7,99,4614,28045187.96969697,308727622.0099792,280682434.04028225,1.2073446177829226,0.2272994544360838,6
Uranus,planet,rv2_coarse,3,0.9,84,4643,14689568.142857144,10349701.630169071,-4339866.512688072,-0.3505092101005284,0.7259565793679712,6
Uranus,planet,rv2_coarse,4,1.31,88,4583,2597955.303977273,2086312.4185031638,-511642.8854741091,-0.8505102327013774,0.39504147380439747,6
Uranus,planet,rv2_coarse,5,2.2,84,4773,7080870.659970238,2650352.871844228,-4430517.78812601,-4.330011901557362,1.4910128320666516e-05,6
Uranus,planet,rv2_coarse,6,3.93,87,4561,692878.4109195402,1622456.3763017978,929577.9653822576,5.725193567670512,1.0331587363410222e-08,6
Uranus,planet,rv2_coarse,7,4.7,88,4644,460097.72301136365,2310517.096842553,1850419.3738311892,1.4429922811946712,0.14902264562284762,6
Uranus,planet,rv2_coarse,8,6.55,93,4443,1306603.9086021506,160926538.01466054,159619934.1060584,1.0312582829898684,0.30241971565908754,6
Uranus,planet,rv2_coarse,9,9.18,112,4998,2214461404.8859863,291239641.1052929,-1923221763.7806935,-0.8721596873621185,0.38312126813899505,6
Neptune,planet,rv2_coarse,1,0.45,1240,3854,4350020727.51749,1153186351.4732745,-3196834376.044216,-1.9458268112071857,0.051675546860851185,6
Neptune,planet,rv2_coarse,2,0.7,1230,3483,253653307.92601627,320198723.17371345,66545415.247697175,0.17447423721446692,0.8614927759479243,6
Neptune,planet,rv2_coarse,3,0.9,1255,3472,2431941.2647410356,13316676.873739919,10884735.608998884,1.0771554592589736,0.28141082006373574,6
Neptune,planet,rv2_coarse,4,1.31,1214,3457,2598200.7036140854,1919575.9984271044,-678624.705186981,-0.9241073321604009,0.3554304361976264,6
Neptune,planet,rv2_coarse,5,2.2,1247,3610,2271064.2521551726,2884462.6787569253,613398.4266017526,1.7881969904982555,0.07374423167699162,6
Neptune,planet,rv2_coarse,6,3.93,1184,3464,1668441.795238598,1583391.705687067,-85050.08955153101,-0.3487657580349829,0.7272651722768464,6
Neptune,planet,rv2_coarse,7,4.7,1224,3508,4743782.257863563,1415091.3665156262,-3328690.8913479364,-0.7525181989300938,0.4517394897421827,6
Neptune,planet,rv2_coarse,8,6.55,1193,3343,10927792.952460315,210015335.19902828,199087542.24656796,0.9671376080986863,0.33347524717119903,6
Neptune,planet,rv2_coarse,9,9.18,1257,3853,526862158.243763,270275024.8323577,-256587133.41140532,-0.7339791976544773,0.4629614165376066,6
Earth,earth,rv2_coarse,1,0.45,787,4307,837106242.5493964,2131321868.5426776,1294215625.9932814,1.7190378935747865,0.08560747223105913,6
Earth,earth,rv2_coarse,2,0.7,775,3938,10476019.830967741,360367396.1894474,349891376.3584797,1.2859737282895127,0.19845223060597483,6
Earth,earth,rv2_coarse,3,0.9,740,3987,3224820.048141892,11763536.884186104,8538716.836044211,0.9629612747543458,0.3355669574707494,6
Earth,earth,rv2_coarse,4,1.31,676,3995,1882707.856693787,2132034.886013767,249327.02931998018,1.022942058946511,0.3063352418958276,6
Earth,earth,rv2_coarse,5,2.2,811,4046,2967746.3089549937,2678716.0494778794,-289030.2594771143,-0.36059255844215454,0.7184040530791733,6
Earth,earth,rv2_coarse,6,3.93,759,3889,1618571.6678194993,1602419.1458440474,-16152.521975451848,-0.08488939029720764,0.9323493266564848,6
Earth,earth,rv2_coarse,7,4.7,756,3976,367442.0967261905,2639020.0634398432,2271577.966713653,1.516922444870562,0.12928626605600368,6
Earth,earth,rv2_coarse,8,6.55,726,3810,1877773.012256801,187337233.42670295,185459460.41444615,1.0275076887456058,0.30418146684976266,6
Earth,earth,rv2_coarse,9,9.18,832,4278,618201637.1605835,278001786.22577816,-340199850.93480533,-0.7484948415095977,0.45416173539993143,6
Fornax-A,fixed,rv2_coarse,1,0.45,1229,3865,955073761.0713487,2241816364.3837,1286742603.3123512,1.698168080349419,0.08947604314480473,7
Fornax-A,fixed,rv2_coarse,2,0.7,1160,3553,48775520.862068966,385777122.8153797,337001601.9533107,1.1119438267763366,0.2661623033261604,7
Fornax-A,fixed,rv2_coarse,3,0.9,1179,3548,2725963.96591391,12985816.481697435,10259852.515783524,1.0355254074590712,0.3004236071893849,7
Fornax-A,fixed,rv2_coarse,4,1.31,1114,3557,1844358.1114228007,2174746.9622223782,330388.85079957754,1.2357518517899075,0.21655081716296554,7
Fornax-A,fixed,rv2_coarse,5,2.2,1155,3702,2297296.5072510825,2861034.55615208,563738.0489009977,1.6806789234159818,0.09282529662060446,7
Fornax-A,fixed,rv2_coarse,6,3.93,1120,3528,1811378.8190848215,1539557.7314873866,-271821.0875974349,-1.3450330481918225,0.17861456238417928,7
Fornax-A,fixed,rv2_coarse,7,4.7,1159,3573,387437.3881578947,2888746.169741622,2501308.7815837273,1.5010265945855616,0.13334868310162484,7
Fornax-A,fixed,rv2_coarse,8,6.55,1104,3432,1527176.2313674705,207876491.8424263,206349315.61105883,1.029840507476695,0.30308488190735905,7
Fornax-A,fixed,rv2_coarse,9,9.18,1219,3891,104661270.48293298,405050967.5848854,300389697.10195243,1.5265108826211873,0.12688268229724664,7
Cygnus-A,fixed,rv2_coarse,1,0.45,20,5074,6255757.0875,1938959555.6874137,1932703798.5999136,4.189108507609205,2.8005247476814432e-05,7
Cygnus-A,fixed,rv2_coarse,2,0.7,17,4696,2499234.0588235296,303918917.0749668,301419683.01614326,1.3210502002292186,0.18648462633620233,7
Cygnus-A,fixed,rv2_coarse,3,0.9,12,4715,6847340.072916667,10435932.19766702,3588592.1247503525,0.3947686586508474,0.6930136269855163,7
Cygnus-A,fixed,rv2_coarse,4,1.31,19,4652,1909596.7894736843,2096712.7131878762,187115.9237141919,0.7274191314490699,0.4669692382196404,7
Cygnus-A,fixed,rv2_coarse,5,2.2,24,4833,3899627.7083333335,2721153.8025553487,-1178473.9057779848,-0.7770417926841314,0.4371341136171063,7
Cygnus-A,fixed,rv2_coarse,6,3.93,33,4615,542179.0340909091,1612656.9980362947,1070477.9639453855,10.70308825727847,0.0,7
Cygnus-A,fixed,rv2_coarse,7,4.7,15,4717,273935.3541666667,2282472.1151259947,2008536.760959328,1.59117057051902,0.11157119404941795,7
Cygnus-A,fixed,rv2_coarse,8,6.55,13,4523,701284.0625,158105020.09060892,157403736.02810892,1.0352516841860322,0.30055138738560716,7
