target,kind,data_col,frequency_band,frequency_mhz,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value,perm_rep
Jupiter,planet,rv2_coarse,8,6.55,469,4067,2446231.413604411,175552210.4818432,173105979.0682388,1.0237486295175446,0.30595401977542913,4
Jupiter,planet,rv2_coarse,9,9.18,585,4525,5714130.140024038,375755278.99659014,370041148.8565661,2.507043559373302,0.012174570734477363,4
Saturn,planet,rv2_coarse,1,0.45,951,4143,3323495451.766299,1611817940.156876,-1711677511.6094227,-1.014645557617893,0.3102748145086758,4
Saturn,planet,rv2_coarse,2,0.7,854,3859,15583821.094847776,366399880.37005544,350816059.27520764,1.2634623441959079,0.20642307111772729,4
Saturn,planet,rv2_coarse,3,0.9,912,3815,3109095.226151316,12176171.309731323,9067076.083580008,0.9814153818739166,0.3263879438521369,4
Saturn,planet,rv2_coarse,4,1.31,880,3791,1837674.7006392046,2155905.0762826432,318230.37564343866,1.283538729022402,0.1993034000829148,4
Saturn,planet,rv2_coarse,5,2.2,922,3935,4468355.615170824,2318958.962023507,-2149396.6531473175,-1.7536340980079288,0.07949322442889306,4
Saturn,planet,rv2_coarse,6,3.93,873,3775,1275893.6065292095,1681178.4994867549,405284.89295754535,1.5263184545580817,0.1269305748570615,4
Saturn,planet,rv2_coarse,7,4.7,942,3790,2879343.234526875,2126171.153149736,-753172.0813771388,-0.2627517078853267,0.792741959448322,4
Saturn,planet,rv2_coarse,8,6.55,864,3672,22479798.290653937,189459579.74932235,166979781.4586684,0.8890829948900004,0.37395847728706877,4
Saturn,planet,rv2_coarse,9,9.18,935,4175,898584361.8696859,206816532.9924139,-691767828.877272,-1.3474867320545592,0.17782352375934551,4
Uranus,planet,rv2_coarse,1,0.45,120,4974,406395119.58697915,1968162140.3999295,1561767020.8129504,2.5918459217020877,0.009546251531439287,4
Uranus,planet,rv2_coarse,2,0.7,91,4622,10252745.593406593,308592107.6836962,298339362.0902896,1.2869155941632053,0.1981237093249688,4
Uranus,planet,rv2_coarse,3,0.9,99,4628,356065278.7310606,3033086.8190363008,-353032191.9120243,-1.0043065964331699,0.3152308551068237,4
Uranus,planet,rv2_coarse,4,1.31,87,4584,2187075.77658046,2094222.139656959,-92853.6369235008,-0.32831100109900624,0.7426765270929718,4
Uranus,planet,rv2_coarse,5,2.2,83,4774,5530454.259036144,2678236.2147570173,-2852218.044279127,-5.790735283864394,7.0078951530661016e-09,4
Uranus,planet,rv2_coarse,6,3.93,98,4550,625721.2844387755,1626150.1688324176,1000428.8843936421,8.313111657521123,0.0,4
Uranus,planet,rv2_coarse,7,4.7,90,4642,437841.95,2311745.847018918,1873903.897018918,1.4607859991419019,0.14407417928969068,4
Uranus,planet,rv2_coarse,8,6.55,92,4444,6627540.773097826,160780465.52914307,154152924.75604525,0.9958288853444636,0.3193332929756487,4
Uranus,planet,rv2_coarse,9,9.18,93,5017,3803397.4339297717,339502030.6219113,335698633.1879815,2.521501255736128,0.011685525838917243,4
Neptune,planet,rv2_coarse,1,0.45,1245,3849,1863081131.5770583,1953460611.0382566,90379479.46119833,0.10551632151093625,0.9159661195913156,4
Neptune,planet,rv2_coarse,2,0.7,1188,3525,262475813.23569024,316432469.6280976,53956656.39240736,0.14045452468170286,0.8883008802928636,4
Neptune,planet,rv2_coarse,3,0.9,1264,3463,2168116.798358386,13441261.55349408,11273144.755135695,1.1128174211691937,0.265786851746038,4
Neptune,planet,rv2_coarse,4,1.31,1201,3470,2488863.3731786013,1959961.0863292508,-528902.2868493504,-0.7149331825557564,0.4746503317884039,4
Neptune,planet,rv2_coarse,5,2.2,1255,3602,2566137.820567729,2783016.2209709883,216878.40040325932,0.5998977781694386,0.5485743632470415,4
Neptune,planet,rv2_coarse,6,3.93,1222,3426,1917786.272452946,1493511.129341798,-424275.14311114815,-1.5825293205966615,0.1135287842650774,4
Neptune,planet,rv2_coarse,7,4.7,1219,3513,410230.80280968006,2923557.827707605,2513327.024897925,1.4829392881198797,0.13809054186211656,4
Neptune,planet,rv2_coarse,8,6.55,1145,3391,9396061.163530294,207714430.11807564,198318368.95454535,0.977454076107241,0.3283444027149429,4
Neptune,planet,rv2_coarse,9,9.18,1305,3805,231574712.1854077,368312852.612228,136738140.42682028,0.4955455718765284,0.6202150618702769,4
Earth,earth,rv2_coarse,1,0.45,800,4294,278287793.97445315,2239351575.57525,1961063781.600797,3.5218782801540205,0.0004285008391631262,4
Earth,earth,rv2_coarse,2,0.7,766,3947,14630282.459530026,358763345.6293499,344133063.16981983,1.2675132904727506,0.20497181444327417,4
Earth,earth,rv2_coarse,3,0.9,728,3999,49908287.29584478,3239398.66004001,-46668888.635804765,-0.9718891676067387,0.33110568934171125,4
Earth,earth,rv2_coarse,4,1.31,726,3945,1756489.8574380165,2158422.875602028,401933.0181640114,1.6897323358394427,0.09107917401831256,4
Earth,earth,rv2_coarse,5,2.2,781,4076,2082054.2346350832,2850550.3031158,768496.0684807168,2.572642661903571,0.010092535138323644,4
Earth,earth,rv2_coarse,6,3.93,720,3928,1597109.724565972,1606513.4807471996,9403.756181227509,0.0518533698350988,0.9586455297362331,4
Earth,earth,rv2_coarse,7,4.7,756,3976,357698.34408068785,2640872.748802016,2283174.404721328,1.524660563205498,0.12734378301602,4
Earth,earth,rv2_coarse,8,6.55,749,3787,2149907.300984646,188409781.35574314,186259874.0547585,1.0257157045530545,0.3050256096197965,4
Earth,earth,rv2_coarse,9,9.18,836,4274,401866517.2256654,319998829.01048857,-81867688.21517682,-0.22940442481957515,0.8185545973520985,4
Fornax-A,fixed,rv2_coarse,1,0.45,1292,3802,794347441.5554373,2317756182.5907583,1523408741.035321,2.056323142808288,0.039751379015432464,5
Fornax-A,fixed,rv2_coarse,2,0.7,1126,3587,10585772.676770821,394570990.111235,383985217.4344642,1.2855388425487528,0.19860405239181844,5
Fornax-A,fixed,rv2_coarse,3,0.9,1136,3591,32823648.937610034,3341666.165343915,-29481982.77226612,-0.9575923671407818,0.33826834956692853,5
Fornax-A,fixed,rv2_coarse,4,1.31,1125,3546,1693055.5993888888,2223773.923135223,530718.3237463341,2.001981622981803,0.04528670802291779,5
Fornax-A,fixed,rv2_coarse,5,2.2,1127,3730,2368884.1913819876,2835172.8978719837,466288.70648999605,1.3039972228755234,0.19223452925411877,5
Fornax-A,fixed,rv2_coarse,6,3.93,1146,3502,1656303.081315445,1588286.871180754,-68016.2101346911,-0.3919911239297905,0.6950647721407646,5
Fornax-A,fixed,rv2_coarse,7,4.7,1170,3562,378600.60058760684,2899373.1877244012,2520772.5871367943,1.5080614822926508,0.13153879214285946,5
Fornax-A,fixed,rv2_coarse,8,6.55,1082,3454,636889699.2205985,7528508.39778495,-629361190.8228135,-0.9907121291516453,0.3218261667335143,5
Fornax-A,fixed,rv2_coarse,9,9.18,1235,3875,301352472.5600835,343603896.7689758,42251424.208892286,0.12752396826116882,0.8985257041171311,5
Cygnus-A,fixed,rv2_coarse,1,0.45,25,5069,23852839.2425,1940779163.4875963,1916926324.2450962,4.14920640260965,3.3362988972607255e-05,5
Cygnus-A,fixed,rv2_coarse,2,0.7,15,4698,2721756.066666667,303789888.2975828,301068132.23091614,1.320072145176998,0.18681093172902186,5
Cygnus-A,fixed,rv2_coarse,3,0.9,19,4708,1817506.5921052631,10461566.645629779,8644060.053524515,1.159957833237974,0.24606597441512967,5
Cygnus-A,fixed,rv2_coarse,4,1.31,23,4648,6266578.9130434785,2075313.805023666,-4191265.1080198125,-1.1578974068321386,0.24690590590370887,5
Cygnus-A,fixed,rv2_coarse,5,2.2,26,4831,1754390.2283653845,2732211.394496481,977821.1661310964,2.193333064532884,0.028283391055342166,5
Cygnus-A,fixed,rv2_coarse,6,3.93,21,4627,570120.943452381,1609753.925707802,1039632.982255421,9.73730109243014,0.0,5
Cygnus-A,fixed,rv2_coarse,7,4.7,16,4716,310872.76953125,2282772.6957271663,1971899.9261959163,1.5609960557804268,0.11852468149450046,5
Cygnus-A,fixed,rv2_coarse,8,6.55,18,4518,821187.2881944445,158278738.64352572,157457551.35533127,1.0344610335949291,0.3009206842927923,5
Cygnus-A,fixed,rv2_coarse,9,9.18,34,5076,2193599.0588235296,335610878.8856352,333417279.8268117,2.5341386597277458,0.011272411704360774,5
Sag-A,fixed,rv2_coarse,1,0.45,788,4306,298772519.10421956,2230137750.962741,1931365231.8585215,3.4714568277283147,0.0005176425594721756,5
Sag-A,fixed,rv2_coarse,2,0.7,724,3989,64792869.385359116,346035518.70845926,281242649.32310015,1.029225675249058,0.30337363988371346,5
Sag-A,fixed,rv2_coarse,3,0.9,690,4037,6625048.241032609,11076617.564172033,4451569.323139424,0.4746881299589535,0.6350092797173406,5
Sag-A,fixed,rv2_coarse,4,1.31,740,3931,2313906.858108108,2054922.1077969982,-258984.7503111097,-1.0730866225657392,0.28323225253279105,5
Sag-A,fixed,rv2_coarse,5,2.2,723,4134,2533232.777576072,2760861.1743015237,227628.39672545157,0.7366921212269822,0.46130959919273895,5
Sag-A,fixed,rv2_coarse,6,3.93,686,3962,1068322.856505102,1697989.5190560324,629666.6625509304,4.38027521446257,1.1852950952073726e-05,5
Sag-A,fixed,rv2_coarse,7,4.7,677,4055,2268830.4996307236,2277319.79016321,8489.290532486513,0.003648240916620443,0.9970891313556536,5
Sag-A,fixed,rv2_coarse,8,6.55,673,3863,1929669.4684481798,184783705.67185375,182854036.20340556,1.0271664133110623,0.30434211038068426,5
Sag-A,fixed,rv2_coarse,9,9.18,763,4347,193605136.61754587,357928383.7939491,164323247.17640325,0.7362443625690529,0.4615819988415817,5
Mercury,planet,rv2_coarse,1,0.45,773,4321,1168912625.0742238,2067770525.6925046,898857900.6182809,1.1134976224683488,0.2654947688652509,5
Mercury,planet,rv2_coarse,2,0.7,744,3969,15598487.630376345,356674337.8095349,341075850.17915857,1.2632243154506133,0.2065085767210033,5
Mercury,planet,rv2_coarse,3,0.9,716,4011,3315188.5747206705,11696313.481270257,8381124.906549587,0.9503328126184991,0.34194317123121887,5
Mercury,planet,rv2_coarse,4,1.31,719,3952,1870014.3115438109,2137057.082679656,267042.771135845,1.0801048175473875,0.2800955068321409,5
Mercury,planet,rv2_coarse,5,2.2,738,4119,2297074.0077066394,2804002.6159413694,506928.6082347301,1.6575347814086092,0.09741140293389905,5
Mercury,planet,rv2_coarse,6,3.93,713,3935,1441265.9065568023,1634734.780860864,193468.87430406176,1.1050191303610815,0.26915129985606656,5
Mercury,planet,rv2_coarse,7,4.7,738,3994,3539007.8855860434,2042749.668953259,-1496258.2166327843,-0.4344523596745447,0.663959982697742,5
Mercury,planet,rv2_coarse,8,6.55,692,3844,2274093.330202312,185625507.27839145,183351413.94818914,1.024895239026502,0.30541262130543734,5
Mercury,planet,rv2_coarse,9,9.18,797,4313,1105537233.8522096,190707681.01351112,-914829552.8386984,-1.5187329312470115,0.1288297338786939,5
Venus,planet,rv2_coarse,1,0.45,1022,4072,2860476617.2905455,1698182415.9697323,-1162294201.3208132,-0.7646067612658939,0.44450574180989877,5
Venus,planet,rv2_coarse,2,0.7,946,3767,12148997.532769555,375830307.91001964,363681310.3772501,1.278610416352947,0.20103428006191315,5
Venus,planet,rv2_coarse,3,0.9,990,3737,2822254.146085859,12441412.038600482,9619157.892514624,1.020913141308866,0.3072955924625056,5
Venus,planet,rv2_coarse,4,1.31,1009,3662,2615973.9521803767,1952668.5316766794,-663305.4205036974,-0.7544701241615059,0.4505669782336479,5
Venus,planet,rv2_coarse,5,2.2,1016,3841,3962251.872293307,2400228.9743556366,-1562022.8979376704,-1.4035274948522467,0.16045959896163975,5
Venus,planet,rv2_coarse,6,3.93,962,3686,1193575.9602390851,1712448.1498406131,518872.189601528,3.5890268224010855,0.00033191469347437774,5
Venus,planet,rv2_coarse,7,4.7,1020,3712,388307.4330753102,2794842.784381735,2406535.351306425,1.5003274521725647,0.13352960173092066,5
Venus,planet,rv2_coarse,8,6.55,967,3569,20475307.65725989,194821658.74420464,174346351.08694476,0.9029377924112577,0.3665589114953778,5
Venus,planet,rv2_coarse,9,9.18,1034,4076,573508253.9768269,272479850.09309256,-301028403.88373435,-0.7406264383146409,0.45891997310019916,5
Mars,planet,rv2_coarse,1,0.45,948,4146,1617517343.0950027,2003135421.959871,385618078.8648684,0.40789586971648945,0.6833501251923682,5
Mars,planet,rv2_coarse,2,0.7,852,3861,63252795.33450704,355699129.7430831,292446334.4085761,1.041656268854548,0.2975710707780772,5
Mars,planet,rv2_coarse,3,0.9,804,3923,5447056.66511194,11447401.181270711,6000344.516158771,0.636343388174643,0.5245526309489308,5
Mars,planet,rv2_coarse,4,1.31,834,3837,2171385.3726768587,2079555.5068901486,-91829.86578671006,-0.36770876364941824,0.7130904052546234,5
Mars,planet,rv2_coarse,5,2.2,880,3977,2263846.907457386,2829454.8941884586,565607.9867310724,1.8699158421265993,0.06149550549825178,5
Mars,planet,rv2_coarse,6,3.93,797,3851,1348926.6104924718,1658065.2935601142,309138.6830676424,1.495868102622933,0.13468802996712803,5
Mars,planet,rv2_coarse,7,4.7,844,3888,6754144.501999408,1304020.5858215834,-5450123.916177824,-0.8573502104184418,0.3912513670666291,5
Mars,planet,rv2_coarse,8,6.55,814,3722,2369610.5022026645,191614524.34547117,189244913.8432685,1.0242679172151905,0.30570874717759255,5
Mars,planet,rv2_coarse,9,9.18,929,4181,136006761.40540904,377250686.97580945,241243925.57040042,1.1725464890096948,0.24097771888676922,5
Jupiter,planet,rv2_coarse,1,0.45,488,4606,2008954451.0065317,1923151569.3896005,-85802881.6169312,-0.0724580373487367,0.942237398995319,5
Jupiter,planet,rv2_coarse,2,0.7,479,4234,90887304.93945721,326809329.82924986,235922024.88979265,0.8922529752281444,0.372257353274581,5
Jupiter,planet,rv2_coarse,3,0.9,452,4275,2081973.123755531,11309131.354605263,9227158.230849732,1.1245175914566035,0.26079351195480727,5
Jupiter,planet,rv2_coarse,4,1.31,487,4184,2014959.1108829568,2105378.774796845,90419.66391388816,0.4065706855944091,0.684323331219435,5
Jupiter,planet,rv2_coarse,5,2.2,514,4343,1185682.0609192606,2909391.391535229,1723709.3306159684,6.408740291856835,1.4672685288985576e-10,5
Jupiter,planet,rv2_coarse,6,3.93,484,4164,1309438.4493801652,1639417.806090898,329979.3567107329,1.3209394459726984,0.18652155576745955,5
Jupiter,planet,rv2_coarse,7,4.7,490,4242,430618.1246173469,2489280.3197310977,2058662.1951137506,1.4606545553371502,0.14411026641651192,5
Jupiter,planet,rv2_coarse,8,6.55,474,4062,2048229.2764619594,175811733.6005893,173763504.32412735,1.026373674627654,0.3047154818892157,5
Jupiter,planet,rv2_coarse,9,9.18,576,4534,5711492.084418403,375021081.6389191,369309589.5545007,2.5070453296866653,0.01217450975821932,5
Saturn,planet,rv2_coarse,1,0.45,944,4150,3399753556.6541977,1597358685.1128013,-1802394871.5413964,-1.0709550618140167,0.2841896360592058,5
Saturn,planet,rv2_coarse,2,0.7,866,3847,13617677.093533488,367936785.3392368,354319108.2457033,1.2721298638594827,0.20332698201613342,5
Saturn,planet,rv2_coarse,3,0.9,911,3816,3047051.9083424807,12188606.945590934,9141555.037248453,0.9897778427405203,0.32228271714383383,5
Saturn,planet,rv2_coarse,4,1.31,914,3757,1877724.5291985776,2149041.6984462338,271317.16924765613,1.0807799434882468,0.27979501215687286,5
Saturn,planet,rv2_coarse,5,2.2,908,3949,4529798.772232929,2312451.2807198022,-2217347.491513127,-1.781304069902201,0.07486278998419871,5
Saturn,planet,rv2_coarse,6,3.93,867,3781,1110992.3751441753,1718347.940971304,607355.5658271287,4.336474275909766,1.447863626347079e-05,5
Saturn,planet,rv2_coarse,7,4.7,916,3816,383187.7218060223,2730484.812418108,2347297.0906120855,1.5044147655972655,0.13247460471558026,5
Saturn,planet,rv2_coarse,8,6.55,890,3646,22073058.53497191,190749616.14550513,168676557.6105332,0.8919488592314575,0.3724203444107479,5
Saturn,planet,rv2_coarse,9,9.18,917,4193,627564323.8308768,269057695.83557606,-358506627.99530077,-0.8128817863268523,0.4162858380855554,5
Uranus,planet,rv2_coarse,1,0.45,116,4978,440904700.0231681,1966103044.4951787,1525198344.4720106,2.4987623418616507,0.01246278592177319,5
Uranus,planet,rv2_coarse,2,0.7,97,4616,9014864.948453609,309005909.8056854,299991044.8572318,1.29237578675181,0.1962270377838009,5
Uranus,planet,rv2_coarse,3,0.9,86,4641,3489789.8270348837,10555368.77133161,7065578.944296727,0.9257118796700962,0.35459573249670195,5
Uranus,planet,rv2_coarse,4,1.31,93,4578,2436299.053763441,2089037.5860091744,-347261.46775426646,-0.6857643580888177,0.49286171533813183,5
Uranus,planet,rv2_coarse,5,2.2,83,4774,5538556.237198795,2678095.3550612694,-2860460.882137526,-6.05065924255339,1.4425429739617357e-09,5
Uranus,planet,rv2_coarse,6,3.93,98,4550,796688.7181122449,1622467.793337912,825779.0752256672,3.911376761239103,9.177148109751343e-05,5
Uranus,planet,rv2_coarse,7,4.7,91,4641,435966.28571428574,2312186.3963287687,1876220.110614483,1.4623128356894672,0.14365550273922323,5
Uranus,planet,rv2_coarse,8,6.55,94,4442,6499326.724069149,160852585.7385354,154353259.01446626,0.9966886037573381,0.31891568304656825,5
Uranus,planet,rv2_coarse,9,9.18,95,5015,978354.6603207237,339689423.7086249,338711069.0483042,2.543524641480815,0.010974031623250058,5
Neptune,planet,rv2_coarse,1,0.45,1248,3846,2231522823.4094553,1833974367.4167154,-397548455.9927399,-0.4264388177784226,0.6697881209645355,5
Neptune,planet,rv2_coarse,2,0.7,1159,3554,1155803426.3347714,24667853.24733932,-1131135573.0874321,-1.2248069453866666,0.22064796749412507,5
Neptune,planet,rv2_coarse,3,0.9,1242,3485,2119234.2692733495,13387517.7705703,11268283.50129695,1.1194225344784778,0.2629599218384393,5
Neptune,planet,rv2_coarse,4,1.31,1187,3484,2522211.304180708,1950724.7596692021,-571486.5445115056,-0.7634649296623677,0.44518616991064497,5
Neptune,planet,rv2_coarse,5,2.2,1290,3567,2495779.6531976745,2810589.18983039,314809.53663271526,0.8713936679834121,0.3835392419684531,5
Neptune,planet,rv2_coarse,6,3.93,1207,3441,1852356.7228666113,1518311.3599426039,-334045.36292400747,-1.2451368548195227,0.2130814489008177,5
Neptune,planet,rv2_coarse,7,4.7,1219,3513,398826.12525635766,2927515.215107975,2528689.0898516173,1.4920135439932012,0.1356955947624141,5
Neptune,planet,rv2_coarse,8,6.55,1190,3346,17685604.92677915,207433428.78056473,189747823.85378557,0.9221850821595698,0.35643204302726117,5
Neptune,planet,rv2_coarse,9,9.18,1302,3808,207331556.95868436,376494148.2224993,169162591.26381496,0.6524282483450957,0.5141249461457358,5
Earth,earth,rv2_coarse,1,0.45,824,4270,310114145.56659585,2244232282.1435156,1934118136.5769198,3.421352042365637,0.0006231061860171305,5
Earth,earth,rv2_coarse,2,0.7,766,3947,13121557.942558747,359056145.9789825,345934588.03642374,1.274163549891515,0.20260546014543834,5
Earth,earth,rv2_coarse,3,0.9,750,3977,2062010.242,12004294.873365602,9942284.631365601,1.1271424329543398,0.25968226515463133,5
Earth,earth,rv2_coarse,4,1.31,704,3967,1842848.5545987217,2140868.2879537432,298019.73335502157,1.2351674187232136,0.21676820231191307,5
Earth,earth,rv2_coarse,5,2.2,792,4065,2018441.8459595959,2865023.7271217713,846581.8811621754,2.846934241133009,0.004414247971014307,5
Earth,earth,rv2_coarse,6,3.93,742,3906,1632566.9876179246,1599830.8369815669,-32736.15063635772,-0.16841284660951786,0.8662585023173768,5
Earth,earth,rv2_coarse,7,4.7,740,3992,3515442.6782939187,2046368.3405371534,-1469074.3377567653,-0.42749447812476005,0.669019206202345,5
Earth,earth,rv2_coarse,8,6.55,712,3824,2214356.736317152,186595580.6920447,184381223.95572755,1.0252887212407054,0.30522697602997395,5
Earth,earth,rv2_coarse,9,9.18,832,4278,403700100.8123028,319718775.0620964,-83981325.75020641,-0.2344151668524746,0.8146626851899081,5
Fornax-A,fixed,rv2_coarse,1,0.45,1285,3809,946395193.3399806,2263661873.787822,1317266680.4478412,1.7576708567796557,0.07880352932933499,6
Fornax-A,fixed,rv2_coarse,2,0.7,1133,3580,13263253.715837551,394474428.79972064,381211175.0838831,1.2736956073171484,0.20277131382503866,6
Fornax-A,fixed,rv2_coarse,3,0.9,1129,3598,32988454.37068202,3347310.563750695,-29641143.806931324,-0.9568361466546249,0.3386499644957923,6
Fornax-A,fixed,rv2_coarse,4,1.31,1107,3564,1754583.204098916,2201982.680643238,447399.4765443222,1.669935783476074,0.09493206958689537,6
Fornax-A,fixed,rv2_coarse,5,2.2,1139,3718,2390496.3830662863,2830057.023248386,439560.64018209977,1.2285439936550255,0.21924282508837645,6
Fornax-A,fixed,rv2_coarse,6,3.93,1129,3519,1856761.6335252435,1524302.3784633419,-332459.25506190164,-1.646856362487762,0.09958757313451438,6
Fornax-A,fixed,rv2_coarse,7,4.7,1165,3567,365995.07972103,2899956.750627086,2533961.670906056,1.518124638785819,0.1289829809505887,6
Fornax-A,fixed,rv2_coarse,8,6.55,1115,3421,1301886.9813340807,208613422.56020147,207311535.57886738,1.031328632685883,0.30238673557021745,6
Fornax-A,fixed,rv2_coarse,9,9.18,1237,3873,300843316.6492617,343788334.8557572,42945018.206495464,0.12977502043403047,0.8967444265649431,6
Cygnus-A,fixed,rv2_coarse,1,0.45,19,5075,33142041.825657893,1938478069.3408866,1905336027.5152287,4.127925768187562,3.660502351077177e-05,6
Cygnus-A,fixed,rv2_coarse,2,0.7,17,4696,3675336.1764705884,303914659.46508604,300239323.28861547,1.315866163795441,0.18821896726377485,6
Cygnus-A,fixed,rv2_coarse,3,0.9,19,4708,1722801.8190789474,10461948.844161533,8739147.025082584,1.1726690788830991,0.24092853586088925,6
Cygnus-A,fixed,rv2_coarse,4,1.31,22,4649,6353285.2272727275,2075805.0345773285,-4277480.192695399,-1.1382826593679733,0.25500247245739516,6
Cygnus-A,fixed,rv2_coarse,5,2.2,23,4834,1499950.5054347827,2732815.1698645013,1232864.6644297186,3.228995370677143,0.001242259056890349,6
Cygnus-A,fixed,rv2_coarse,6,3.93,19,4629,626023.6184210526,1609075.2873865846,983051.668965532,8.093094112239855,6.661338147750939e-16,6
Cygnus-A,fixed,rv2_coarse,7,4.7,25,4707,354702.91,2286310.2665417073,1931607.3565417074,1.5262869939843173,0.12693840627653197,6
Cygnus-A,fixed,rv2_coarse,8,6.55,18,4518,814246.0625,158278766.29781136,157464520.23531136,1.0345068067175611,0.3008992963523256,6
Cygnus-A,fixed,rv2_coarse,9,9.18,35,5075,2145891.0035714284,335676905.8928787,333531014.88930726,2.5345078699337606,0.011260539764525124,6
Sag-A,fixed,rv2_coarse,1,0.45,794,4300,1722302941.8346977,1969976131.368125,247673189.53342724,0.16007077750715754,0.8728253204913101,6
Sag-A,fixed,rv2_coarse,2,0.7,703,4010,13031229.689900426,353637099.025198,340605869.3352976,1.2747022627590001,0.2024146456450211,6
Sag-A,fixed,rv2_coarse,3,0.9,696,4031,6400869.211206896,11121950.737255024,4721081.526048128,0.5035063455143937,0.614608320107926,6
Sag-A,fixed,rv2_coarse,4,1.31,724,3947,2347404.052486188,2049827.551748163,-297576.5007380247,-1.2286783853788994,0.21919241331391248,6
Sag-A,fixed,rv2_coarse,5,2.2,745,4112,2471126.126258389,2773331.3299337304,302205.2036753413,0.9804088160466699,0.32688435971959784,6
Sag-A,fixed,rv2_coarse,6,3.93,654,3994,1031753.5574350153,1698932.6808963446,667179.1234613293,4.635993662215644,3.5522685017941313e-06,6
Sag-A,fixed,rv2_coarse,7,4.7,665,4067,10332939.777349625,958722.6568537783,-9374217.120495846,-1.1361361692179923,0.25589957966821286,6
Sag-A,fixed,rv2_coarse,8,6.55,699,3837,2263717.3113432135,185961893.18790925,183698175.87656602,1.0249613585114459,0.30538142083659325,6
Sag-A,fixed,rv2_coarse,9,9.18,784,4326,190293004.7393724,359326326.3698142,169033321.6304418,0.7666848494546588,0.4432689136656447,6
Mercury,planet,rv2_coarse,1,0.45,764,4330,1185378094.133017,2062997006.1852338,877618912.0522168,1.080527642806969,0.27990728408893517,6
Mercury,planet,rv2_coarse,2,0.7,739,3974,17220575.051420838,355943562.30499345,338722987.2535726,1.2560564046558165,0.20909552061596726,6
Mercury,planet,rv2_coarse,3,0.9,716,4011,2136306.3732541897,11906754.682030665,9770448.308776475,1.1171081492678572,0.2639480865335715,6
Mercury,planet,rv2_coarse,4,1.31,703,3968,1864775.3833570413,2136908.464276714,272133.0809196725,1.1014923917484765,0.2706824139874626,6
Mercury,planet,rv2_coarse,5,2.2,751,4106,3532102.4960885486,2579717.1013608132,-952385.3947277353,-0.756684791932873,0.4492387281969188,6
Mercury,planet,rv2_coarse,6,3.93,742,3906,1442065.0686489218,1636019.3735599078,193954.304910986,1.1224970484356247,0.2616511618078601,6
Mercury,planet,rv2_coarse,7,4.7,714,4018,3647651.8202030812,2032380.9352256886,-1615270.8849773926,-0.4564938264745875,0.6480349091909252,6
Mercury,planet,rv2_coarse,8,6.55,692,3844,2593795.049223266,185567954.31544596,182974159.2662227,1.0227851739802254,0.3064094294569628,6
Mercury,planet,rv2_coarse,9,9.18,809,4301,781608434.8573277,249084905.78746948,-532523529.0698582,-1.0386334101810288,0.29897526130487995,6
Venus,planet,rv2_coarse,1,0.45,989,4105,3520761710.818567,1548446423.5566688,-1972315287.261898,-1.2029906097104872,0.22897995437687535,6
Venus,planet,rv2_coarse,2,0.7,970,3743,15238020.149484536,377361699.7109388,362123679.5614543,1.2650116493253654,0.2058671519393669,6
Venus,planet,rv2_coarse,3,0.9,1001,3726,2832876.7804695303,12466956.182400698,9634079.401931167,1.0195981434556787,0.3079190858592582,6
Venus,planet,rv2_coarse,4,1.31,1003,3668,2622784.8949401793,1951891.1208083425,-670893.7741318368,-0.7588122016827804,0.44796490555398805,6
Venus,planet,rv2_coarse,5,2.2,1035,3822,2868931.433816425,2688535.677328624,-180395.7564878012,-0.2734278322593022,0.7845243605754304,6
Venus,planet,rv2_coarse,6,3.93,949,3699,1425758.514752371,1651056.8055048662,225298.29075249517,0.8780636118035922,0.37990919875613827,6
Venus,planet,rv2_coarse,7,4.7,1009,3723,2700997.698884357,2160951.7376275854,-540045.9612567718,-0.19711416343175395,0.8437382000499445,6
Venus,planet,rv2_coarse,8,6.55,977,3559,20521989.92093142,195298718.2944329,174776728.37350148,0.9026824947330507,0.36669442967510113,6
Venus,planet,rv2_coarse,9,9.18,1033,4077,527318440.43029255,284256917.9855267,-243061522.44476587,-0.6437822542757237,0.5197166426645679,6
Mars,planet,rv2_coarse,1,0.45,949,4145,2861089820.566188,1718511860.3093789,-1142577960.256809,-0.7498482327131242,0.4533461155778362,6
Mars,planet,rv2_coarse,2,0.7,842,3871,57921043.27790974,356103384.94524515,298182341.6673354,1.0645971677057966,0.28705826207567897,6
Mars,planet,rv2_coarse,3,0.9,841,3886,5575871.935419144,11476654.682240736,5900782.746821592,0.623091883475804,0.5332241431196669,6
Mars,planet,rv2_coarse,4,1.31,853,3818,2064073.8852579133,2103073.561190414,38999.67593250051,0.16049423552202333,0.8724917621555583,6
Mars,planet,rv2_coarse,5,2.2,895,3962,2350226.685055866,2812083.419895255,461856.7348393891,1.5145746159540885,0.12988016457208595,6
Mars,planet,rv2_coarse,6,3.93,783,3865,1075746.9936941252,1712288.242690815,636541.2489966897,4.558050126173139,5.1630716602080184e-06,6
Mars,planet,rv2_coarse,7,4.7,825,3907,6903998.090606061,1298881.8972643502,-5605116.193341711,-0.8621592866187703,0.3885998703222677,6
Mars,planet,rv2_coarse,8,6.55,807,3729,854159692.2669368,6921762.108666868,-847237930.1582699,-0.9948825484671214,0.319793391549823,6
